activityID,catalog,startTime,sourceLocation,activeRegionNum,link,note,instruments,cmeAnalyses,linkedEvents
2024-03-04T22:12:00-CME-001,M2M_CATALOG,2024-03-04T22:12Z,,,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/29468/-1,This CME appears as continuous outflow visible to the N/NE in SOHO LASCO C2/C3 imagery and is not seen in STEREO A COR2 due to a data gap. The source is likely far-sided with field line movement visible beyond the NE limb starting around 2024-03-04T21:20Z seen in SDO AIA 171 imagery.,"[{'displayName': 'SOHO: LASCO/C2'}, {'displayName': 'SOHO: LASCO/C3'}]","[{'time21_5': '2024-03-05T09:23Z', 'latitude': 72.0, 'longitude': None, 'halfAngle': 26.0, 'speed': 320.0, 'type': 'S', 'isMostAccurate': True, 'note': 'A plane-of-sky measurement was made using a longitude of -90 degrees due to the far-sided source location and data gap in STEREO A COR2 imagery.', 'levelOfData': 0, 'link': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/29469/-1', 'enlilList': None}]",
2024-03-05T10:48:00-CME-001,M2M_CATALOG,2024-03-05T10:48Z,N20W80,,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/29470/-1,"This CME is visible to the NW in SOHO LASCO C2/C3 and STEREO A COR2 coronagraph imagery. The source is likely an eruption near Active Region 13595 (N20W80) starting around 2024-03-05T10:30Z in SDO AIA 131, 171, 193, 304 imagery.","[{'displayName': 'SOHO: LASCO/C2'}, {'displayName': 'SOHO: LASCO/C3'}, {'displayName': 'STEREO A: SECCHI/COR2'}]","[{'time21_5': '2024-03-05T17:14Z', 'latitude': 20.0, 'longitude': 80.0, 'halfAngle': 18.0, 'speed': 511.0, 'type': 'C', 'isMostAccurate': True, 'note': 'Measurement based on the source location and best fit between SOHO LASCO C3 and STEREO A COR2 coronagraph imagery.', 'levelOfData': 0, 'link': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/29471/-1', 'enlilList': [{'modelCompletionTime': '2024-03-05T19:55Z', 'au': 2.0, 'estimatedShockArrivalTime': None, 'estimatedDuration': None, 'rmin_re': None, 'kp_18': None, 'kp_90': None, 'kp_135': None, 'kp_180': None, 'isEarthGB': False, 'link': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/WSA-ENLIL/29472/-1', 'impactList': [{'isGlancingBlow': True, 'location': 'OSIRIS-APEX', 'arrivalTime': '2024-03-09T00:00Z'}], 'cmeIDs': ['2024-03-05T10:48:00-CME-001']}]}]",
2024-03-05T21:24:00-CME-001,M2M_CATALOG,2024-03-05T21:24Z,,,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/29475/-1,"This CME is visible to the south/southeast in SOHO LASCO C2, C3 and after a data gap in STEREO A COR2 imagery. The CME appears to have a bright core in initial frames before fading as it progresses throughout the SOHO LASCO C3 field of view. The source is a filament eruption centered around S40E35, but stretches between S25E20 to S55E50 with a southern deflection as it erupts. The eruption begins around 2024-03-06T20:00Z in SDO/AIA and GOES SUVI 304 with associated dimming visible in SDO/AIA 193, brightening in SDO/AIA 304, and minor moving/opening field lines in GOES SUVI 284. A brief post-eruptive arcade is also visible in SDO/AIA 171 and 193 starting around 2024-03-06T00:00Z.","[{'displayName': 'SOHO: LASCO/C2'}, {'displayName': 'SOHO: LASCO/C3'}, {'displayName': 'STEREO A: SECCHI/COR2'}]","[{'time21_5': '2024-03-06T01:54Z', 'latitude': -56.0, 'longitude': -26.0, 'halfAngle': 45.0, 'speed': 848.0, 'type': 'C', 'isMostAccurate': True, 'note': 'Parameters are based off of a very faint SHOCK feature seen in SOHO LASCO C2 and C3. These parameters may vary in width by +/- 10 degrees. STEREO A was in a data gap during the majority of this event and therefore was not available to use for analysis.', 'levelOfData': 0, 'link': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/29476/-1', 'enlilList': [{'modelCompletionTime': '2024-03-06T14:50Z', 'au': 2.0, 'estimatedShockArrivalTime': '2024-03-08T22:00Z', 'estimatedDuration': None, 'rmin_re': None, 'kp_18': None, 'kp_90': 2, 'kp_135': 4, 'kp_180': 4, 'isEarthGB': True, 'link': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/WSA-ENLIL/29479/-1', 'impactList': [{'isGlancingBlow': False, 'location': 'Solar Orbiter', 'arrivalTime': '2024-03-07T10:56Z'}, {'isGlancingBlow': True, 'location': 'STEREO A', 'arrivalTime': '2024-03-08T23:00Z'}], 'cmeIDs': ['2024-03-05T21:24:00-CME-001']}]}, {'time21_5': '2024-03-06T02:14Z', 'latitude': -82.0, 'longitude': -34.0, 'halfAngle': 38.0, 'speed': 754.0, 'type': 'C', 'isMostAccurate': True, 'note': 'Parameters are based off of the best fit of the BULK using only SOHO LASCO imagery since there was a data gap in STEREO A during the majority of this event. The bulk appears to have an asymmetrical front, so the left hand side of the CME\'s bulk was tracked within this measurement to account for the ""nose"" of the CME.', 'levelOfData': 0, 'link': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/29477/-1', 'enlilList': [{'modelCompletionTime': '2024-03-06T14:36Z', 'au': 2.0, 'estimatedShockArrivalTime': None, 'estimatedDuration': None, 'rmin_re': None, 'kp_18': None, 'kp_90': None, 'kp_135': None, 'kp_180': None, 'isEarthGB': False, 'link': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/WSA-ENLIL/29478/-1', 'impactList': None, 'cmeIDs': ['2024-03-05T21:24:00-CME-001']}]}]",
2024-03-06T00:12:00-CME-001,M2M_CATALOG,2024-03-06T00:12Z,,,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/29482/-1,Faint and narrow jet-like CME to the NW in SOHO LASCO C2. This faint jet is not visible in STEREO A COR2 imagery due to a data gap and is difficult to track beyond the SOHO LASCO C2 field of view. The source may be a brief eruption from AR 13595 with associated filament ejecta/jet seen starting around 2024-03-06T00:00Z in SDO/AIA 304.,"[{'displayName': 'SOHO: LASCO/C2'}, {'displayName': 'SOHO: LASCO/C3'}]","[{'time21_5': '2024-03-06T08:33Z', 'latitude': 16.0, 'longitude': None, 'halfAngle': 17.0, 'speed': 428.0, 'type': 'S', 'isMostAccurate': True, 'note': 'Plane-of-sky parameters based on the best fit of the leading edge in SOHO LASCO C2 difference imagery.', 'levelOfData': 0, 'link': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/29483/-1', 'enlilList': None}]",
2024-03-06T02:48:00-CME-001,M2M_CATALOG,2024-03-06T02:48Z,,,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/29484/-1,"Faint outflow looking CME to the north/northeast in SOHO LASCO C2, C3, and STEREO A COR2 imagery. This CME is likely associated with a filament eruption near the northern pole in SDO/AIA 304 which twirls towards the northern pole during its eruption. Associated moving/opening field lines are visible in GOES SUVI 284 that visibly deflect towards the pole with the filament feature.","[{'displayName': 'SOHO: LASCO/C2'}, {'displayName': 'SOHO: LASCO/C3'}, {'displayName': 'STEREO A: SECCHI/COR2'}]","[{'time21_5': '2024-03-06T15:11Z', 'latitude': 73.0, 'longitude': -143.0, 'halfAngle': 24.0, 'speed': 305.0, 'type': 'S', 'isMostAccurate': True, 'note': ""Parameters are based off of best fit in SOHO LASCO C2 and STEREO A COR2 difference imagery with respect to the potential source's location. It is possible the longitude could vary by +/- 10 degrees due to no clear viewpoint of the source footpoints ."", 'levelOfData': 0, 'link': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/29485/-1', 'enlilList': None}]",
2024-03-06T04:12:00-CME-001,M2M_CATALOG,2024-03-06T04:12Z,,,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/29486/-1,"Faint CME visible to the west in SOHO LASCO C2, C3, and STEREO A COR2 imagery. The source appears to be an eruption beyond the western limb with associated moving/opening field lines and EUV wave as seen in GOES SUVI 284. This eruption also appears to have filament/ejecta material during it in GOES SUVI 304.","[{'displayName': 'SOHO: LASCO/C2'}, {'displayName': 'SOHO: LASCO/C3'}, {'displayName': 'STEREO A: SECCHI/COR2'}]","[{'time21_5': '2024-03-06T19:39Z', 'latitude': -7.0, 'longitude': 124.0, 'halfAngle': 39.0, 'speed': 230.0, 'type': 'S', 'isMostAccurate': True, 'note': 'Parameters based on potential source location and difference imagery fitting. Longitude may vary by +/- 15 degrees.', 'levelOfData': 0, 'link': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/29487/-1', 'enlilList': None}]",
2024-03-06T11:12:00-CME-001,M2M_CATALOG,2024-03-06T11:12Z,S12W72,,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/29480/-1,"Filament eruption seen to the SW in all coronagraphs, but barely in SOHO LASCO C3 and later STEREO COR2A frames as it fizzles fast. Source is likely a filament spanning S04W73 <-> S19W71 at 2024-03-06T10:00Z when it rapidly unfurled moreso than it outwardly erupted, best seen in SDO AIA 304. The front of this CME is quite dimpled and ""heart"" shaped, fading fast in coronagraph imagery as well.","[{'displayName': 'SOHO: LASCO/C2'}, {'displayName': 'SOHO: LASCO/C3'}, {'displayName': 'STEREO A: SECCHI/COR2'}]","[{'time21_5': '2024-03-07T01:30Z', 'latitude': -25.0, 'longitude': 70.0, 'halfAngle': 39.0, 'speed': 255.0, 'type': 'S', 'isMostAccurate': True, 'note': 'Analysis only using SOHO LASCO C2/C3 imagery, with only the closest few C3 frames available for use as the front fizzles fast. I found difficulty trying to triangulate this front between SOHO LASCO C2/C3 and STEREO COR2A at all possible longitude ranges--so this measurement assumes a source longitude of W70 in line with the likely source filament. Includes both ""bumps"" of the front in one cone, using the sides to capture the entire front.', 'levelOfData': 0, 'link': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/29481/-1', 'enlilList': None}]",
2024-03-06T22:24:00-CME-001,M2M_CATALOG,2024-03-06T22:24Z,,,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/29493/-1,"Faint CME seen to the NW in SOHO LASCO C2 and very faintly in C3, not in STEREO COR2A due to a lengthy data gap and faintness when imagery returns. Source is unclear, and may be related to some thin filament ejections from on or near the west limb best seen in SDO AIA 304, particularly one starting at 2024-03-06T19:56Z.","[{'displayName': 'SOHO: LASCO/C2'}, {'displayName': 'SOHO: LASCO/C3'}]","[{'time21_5': '2024-03-07T09:20Z', 'latitude': 21.0, 'longitude': None, 'halfAngle': 23.0, 'speed': 331.0, 'type': 'S', 'isMostAccurate': True, 'note': 'Plane-of-measurement using only SOHO LASCO C2/C3 imagery given the lack of STEREO COR2A to triangulate the uncertain source. If source is thin filament ejecta near the W limb, the source longitude could range E80-E100.', 'levelOfData': 0, 'link': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/29494/-1', 'enlilList': None}]",
2024-03-07T07:36:00-CME-001,M2M_CATALOG,2024-03-07T07:36Z,,,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/29491/-1,"Faint CME seen to the N in all coronagraphs. Source is unclear, and may be far-sided, only observed as faint field line movement over the NE limb around 2024-03-07T04:00Z in SDO AIA 171.","[{'displayName': 'SOHO: LASCO/C2'}, {'displayName': 'SOHO: LASCO/C3'}]","[{'time21_5': '2024-03-07T17:58Z', 'latitude': 87.0, 'longitude': None, 'halfAngle': 15.0, 'speed': 363.0, 'type': 'S', 'isMostAccurate': True, 'note': 'Plane-of-measurement using only SOHO LASCO C2/C3 imagery given the unclear, potentially far-sided source. Triangulation between SOHO LASCO C2/C3 and STEREO COR2A would not work without latitudes >N70, so I opted to plane-of-sky as triangulating a longitude at that angle is unreliable without knowing the source.', 'levelOfData': 0, 'link': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/29492/-1', 'enlilList': None}]",
2024-03-07T13:36:00-CME-001,M2M_CATALOG,2024-03-07T13:36Z,N17W10,13602,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/29495/-1,"CME seen to the NW in all coronagraphs. Source is a large but slow dimming region centered around N17W10 just west of AR 3602, but a wide wave-like propagation is seen well in SDO AIA 193. This CME front initially starts out looking wide in SOHO LASCO C2, but dissipates fast leaving behind a brighter, more northern-directed bulk portion. Surface brightening in SDO AIA 304 is observed in the same dimming area afterwards as well.","[{'displayName': 'SOHO: LASCO/C2'}, {'displayName': 'SOHO: LASCO/C3'}, {'displayName': 'STEREO A: SECCHI/COR2'}]","[{'time21_5': '2024-03-07T21:56Z', 'latitude': 29.0, 'longitude': 6.0, 'halfAngle': 16.0, 'speed': 416.0, 'type': 'S', 'isMostAccurate': True, 'note': 'Measurement assuming the center of the dimming region as the initial source, and triangulated with SOHO LASCO C2/C3 and STEREO COR2A. Uses the brighter bulk directed to the NNW, in comparison to the wider front seen only in the first few frames of C2 which dissipated fast.', 'levelOfData': 0, 'link': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/29496/-1', 'enlilList': None}]",
2024-03-07T22:36:00-CME-001,M2M_CATALOG,2024-03-07T22:36Z,N15W90,,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/29499/-1,"This CME is visible to the northwest in SOHO LASCO C2/C3 imagery and is seen for a few frames in STEREO A COR2 following a data gap from 2024-03-07T16:53Z to 2024-03-05T03:23Z. The source is a filament eruption visible on the northwest limb centered around N15W90 which begins to lift-off at 2024-03-07T22:10Z as seen in SDO AIA 304. An opening of field lines can be seen in SDO AIA 171 and 193 imagery with post eruptive arcades visible in SDO AIA 171, 193, and 304 starting around 2024-03-07T23:30Z.","[{'displayName': 'SOHO: LASCO/C2'}, {'displayName': 'SOHO: LASCO/C3'}, {'displayName': 'STEREO A: SECCHI/COR2'}]","[{'time21_5': '2024-03-08T05:08Z', 'latitude': 40.0, 'longitude': 95.0, 'halfAngle': 40.0, 'speed': 557.0, 'type': 'C', 'isMostAccurate': True, 'note': 'Measurement of the leading edge using an approximated longitude of W95 based on available UV imagery. The leading edge becomes too diffuse to track about halfway through the SOHO LASCO C3 field of view. No difference imagery from STEREO A COR2 was used in this measurement, since the leading edge was already outside the STEREO A COR2 field of view in available frames, after a data gap that lasted from 2024-03-07T17:09Z to 2024-03-08T03:09Z.', 'levelOfData': 0, 'link': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/29500/-1', 'enlilList': [{'modelCompletionTime': '2024-03-08T14:54Z', 'au': 2.0, 'estimatedShockArrivalTime': None, 'estimatedDuration': None, 'rmin_re': None, 'kp_18': None, 'kp_90': None, 'kp_135': None, 'kp_180': None, 'isEarthGB': False, 'link': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/WSA-ENLIL/29502/-1', 'impactList': [{'isGlancingBlow': True, 'location': 'Mars', 'arrivalTime': '2024-03-13T00:00Z'}, {'isGlancingBlow': True, 'location': 'OSIRIS-APEX', 'arrivalTime': '2024-03-11T01:00Z'}], 'cmeIDs': ['2024-03-07T22:36:00-CME-001']}, {'modelCompletionTime': '2024-03-08T17:27Z', 'au': 2.0, 'estimatedShockArrivalTime': None, 'estimatedDuration': None, 'rmin_re': None, 'kp_18': None, 'kp_90': None, 'kp_135': None, 'kp_180': None, 'isEarthGB': False, 'link': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/WSA-ENLIL/29503/-1', 'impactList': [{'isGlancingBlow': True, 'location': 'Mars', 'arrivalTime': '2024-03-13T03:00Z'}, {'isGlancingBlow': True, 'location': 'OSIRIS-APEX', 'arrivalTime': '2024-03-11T03:00Z'}], 'cmeIDs': ['2024-03-07T22:36:00-CME-001', '2024-03-08T00:00:00-CME-001']}]}]",[{'activityID': '2024-03-07T22:02:00-FLR-001'}]
2024-03-08T00:00:00-CME-001,M2M_CATALOG,2024-03-08T00:00Z,,,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/29497/-1,"This CME is visible to the northwest in SOHO LASCO C2/C3 imagery and is seen in STEREO A COR2 following a data gap from 2024-03-07T16:53Z to 2024-03-05T03:23Z. The source is an eruption and subsequent opening of field lines visible just beyond the northwest limb (~N15) starting around 2024-03-07T23:20Z as seen in SDO AIA 131, 171, and 193 imagery.","[{'displayName': 'SOHO: LASCO/C2'}, {'displayName': 'SOHO: LASCO/C3'}, {'displayName': 'STEREO A: SECCHI/COR2'}]","[{'time21_5': '2024-03-08T06:47Z', 'latitude': 18.0, 'longitude': 95.0, 'halfAngle': 28.0, 'speed': 517.0, 'type': 'C', 'isMostAccurate': True, 'note': 'This event is partially obscured by the pylon in SOHO LASCO C3 imagery and was too diffuse to measure by the time it was visible in STEREO A COR2 imagery. Additionally, the source is just beyond the limb so a precise source longitude is unknown. The measured longitude was estimated as a result and may vary by +/-10 degrees.', 'levelOfData': 0, 'link': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/29498/-1', 'enlilList': [{'modelCompletionTime': '2024-03-08T16:29Z', 'au': 2.0, 'estimatedShockArrivalTime': None, 'estimatedDuration': None, 'rmin_re': None, 'kp_18': None, 'kp_90': None, 'kp_135': None, 'kp_180': None, 'isEarthGB': False, 'link': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/WSA-ENLIL/29501/-1', 'impactList': [{'isGlancingBlow': True, 'location': 'Mars', 'arrivalTime': '2024-03-13T04:00Z'}, {'isGlancingBlow': True, 'location': 'OSIRIS-APEX', 'arrivalTime': '2024-03-11T03:00Z'}], 'cmeIDs': ['2024-03-08T00:00:00-CME-001']}, {'modelCompletionTime': '2024-03-08T17:27Z', 'au': 2.0, 'estimatedShockArrivalTime': None, 'estimatedDuration': None, 'rmin_re': None, 'kp_18': None, 'kp_90': None, 'kp_135': None, 'kp_180': None, 'isEarthGB': False, 'link': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/WSA-ENLIL/29503/-1', 'impactList': [{'isGlancingBlow': True, 'location': 'Mars', 'arrivalTime': '2024-03-13T03:00Z'}, {'isGlancingBlow': True, 'location': 'OSIRIS-APEX', 'arrivalTime': '2024-03-11T03:00Z'}], 'cmeIDs': ['2024-03-07T22:36:00-CME-001', '2024-03-08T00:00:00-CME-001']}]}]",
2024-03-08T04:17:00-CME-001,M2M_CATALOG,2024-03-08T04:17Z,,,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/29508/-1,"CME with an irregular front seen to the NW in SOHO LASCO C2/C3 and STEREO A COR2. Source is a fast eruption from beyond the NW limb with an apparent latitude of N25, possibly about W110-120, first seen at 2024-03-08T03:40Z in SDO AIA 171/193/304 and GOES SUVI 284/304. Seen in SDO AIA 171/193 as ejecta and some minor field line movement. Seen in SDO AIA 304 as ejecta and a bright ribbon of material. Seen in GOES SUVI 304/284 as opening field lines and bright ejecta, with a ribbon seen in 304.","[{'displayName': 'SOHO: LASCO/C2'}, {'displayName': 'SOHO: LASCO/C3'}, {'displayName': 'STEREO A: SECCHI/COR2'}]","[{'time21_5': '2024-03-08T09:01Z', 'latitude': 37.0, 'longitude': 110.0, 'halfAngle': 45.0, 'speed': 639.0, 'type': 'C', 'isMostAccurate': True, 'note': 'Measurement based on the best fit between SOHO LASCO C3 and STEREO A COR2 imagery. Since the source is far-sided and a precise source longitude is unknown, the measured longitude may vary by +/- 10 degrees.', 'levelOfData': 0, 'link': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/29509/-1', 'enlilList': [{'modelCompletionTime': '2024-03-08T19:56Z', 'au': 2.0, 'estimatedShockArrivalTime': None, 'estimatedDuration': None, 'rmin_re': None, 'kp_18': None, 'kp_90': None, 'kp_135': None, 'kp_180': None, 'isEarthGB': False, 'link': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/WSA-ENLIL/29510/-1', 'impactList': [{'isGlancingBlow': False, 'location': 'Mars', 'arrivalTime': '2024-03-12T17:04Z'}, {'isGlancingBlow': False, 'location': 'OSIRIS-APEX', 'arrivalTime': '2024-03-10T20:27Z'}], 'cmeIDs': ['2024-03-08T04:17:00-CME-001']}]}]",
2024-03-08T11:48:00-CME-001,M2M_CATALOG,2024-03-08T11:48Z,N30E55,,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/29512/-1,"CME seen to the NE in SOHO LASCO C2/C3 and STEREO A COR2. Source is the eruption of two overlapping filaments, both of which are seen stretching from N30E75 to N25E35, but with northward deflection as they erupt, with liftoff at approximately 2024-03-08T10:31Z. Start of movement of filamentary material seen in SDO AIA 304 at about 2024-03-08T08:18Z. Field lines seen opening with northward deflection in SDO AIA 193 at 2024-03-08T10:34Z. Material liftoff and opening of field lines is best seen in SDO AIA 171 starting at 2024-03-08T10:09Z.","[{'displayName': 'SOHO: LASCO/C2'}, {'displayName': 'SOHO: LASCO/C3'}, {'displayName': 'STEREO A: SECCHI/COR2'}]","[{'time21_5': '2024-03-08T17:27Z', 'latitude': 66.0, 'longitude': -55.0, 'halfAngle': 24.0, 'speed': 687.0, 'type': 'C', 'isMostAccurate': True, 'note': '', 'levelOfData': 0, 'link': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/29513/-1', 'enlilList': None}]",
2024-03-08T17:00:00-CME-001,M2M_CATALOG,2024-03-08T17:00Z,,,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/29515/-1,This CME is visible to the east/southeast in SOHO LASCO C2/C3 imagery and is not seen in STEREO A COR2 imagery due to a data gap. The source is likely far-sided as there are no source signatures visible on the Earth-facing disk.,"[{'displayName': 'SOHO: LASCO/C2'}, {'displayName': 'SOHO: LASCO/C3'}]","[{'time21_5': '2024-03-09T03:10Z', 'latitude': -11.0, 'longitude': None, 'halfAngle': 20.0, 'speed': 354.0, 'type': 'S', 'isMostAccurate': True, 'note': 'A plane-of-sky measurement using a longitude of -90 degrees was made due to the far-sided/unknown source location.', 'levelOfData': 0, 'link': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/29516/-1', 'enlilList': None}]",
2024-03-09T04:00:00-CME-001,M2M_CATALOG,2024-03-09T04:00Z,,,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/29518/-1,"This CME is visible to the southeast in SOHO LASCO C2/C3 and STEREO A COR2 coronagraph imagery. The source is likely a filament eruption just on or beyond the southeast limb (centered around S35 degrees) which begins to lift-off around 2024-03-09T03:30Z as seen in SDO AIA 131, 171, 193, 304 imagery. Field line movement is visible in SDO AIA 171 and 193 around this time as well.","[{'displayName': 'SOHO: LASCO/C2'}, {'displayName': 'SOHO: LASCO/C3'}, {'displayName': 'STEREO A: SECCHI/COR2'}]","[{'time21_5': '2024-03-09T11:24Z', 'latitude': -46.0, 'longitude': -96.0, 'halfAngle': 35.0, 'speed': 504.0, 'type': 'C', 'isMostAccurate': True, 'note': 'Measurement of the bright bulk portion based on the best fit between SOHO LASCO C3 and STEREO A COR2 imagery. A precise source location is unknown due to the source being far-sided. The measured longitude may vary slightly as a result.', 'levelOfData': 0, 'link': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/29519/-1', 'enlilList': [{'modelCompletionTime': '2024-03-09T15:55Z', 'au': 2.0, 'estimatedShockArrivalTime': None, 'estimatedDuration': None, 'rmin_re': None, 'kp_18': None, 'kp_90': None, 'kp_135': None, 'kp_180': None, 'isEarthGB': False, 'link': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/WSA-ENLIL/29520/-1', 'impactList': None, 'cmeIDs': ['2024-03-09T04:00:00-CME-001']}]}]",
2024-03-09T16:48:00-CME-001,M2M_CATALOG,2024-03-09T16:48Z,N30W20,,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/29521/-1,This CME is visible to the NW in SOHO LASCO C2/C3 imagery but is not seen in STEREO A COR2 due to a data gap. The source is likely a dimming region centered near N30W20 seen in SDO AIA 193 imagery at 2024-03-09T16:00Z.,"[{'displayName': 'SOHO: LASCO/C2'}, {'displayName': 'SOHO: LASCO/C3'}]","[{'time21_5': '2024-03-10T01:09Z', 'latitude': 33.0, 'longitude': 30.0, 'halfAngle': 10.0, 'speed': 405.0, 'type': 'S', 'isMostAccurate': True, 'note': 'Measurement based on the source location and best fit in SOHO LASCO C2 imagery. The measured parameters may vary slightly due to missing STEREO A COR2 imagery because of a data gap.', 'levelOfData': 0, 'link': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/29522/-1', 'enlilList': None}]",
2024-03-09T22:36:00-CME-001,M2M_CATALOG,2024-03-09T22:36Z,,,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/29528/-1,"A very bright NE partial halo CME with bright H-alpha-like emissions seen in SOHO coronagraph (and even in the AIA imagery). The source is a an eruption seen behind the NE limb in AIA 304/195/171 after 2024-03-09T21Z as a moving field line in AIA 171 and fast restructuring of magnetic field (seemingly far behind the limb) in AIA 193, closely followed by a bright loop-like ejecta from behind the NE limb seen in AIA 304/171/193 imagery, which can be traced to an unusually bright loop-like emission seen in C2/C3 coronagraphs. A very faint (likely more backsided) halo shock is also observed, in addition to the bright front (likely the CME bulk) and the closely following possibly second front that can be trace to the loop-like ejecta above.","[{'displayName': 'SOHO: LASCO/C2'}, {'displayName': 'SOHO: LASCO/C3'}]","[{'time21_5': '2024-03-10T02:51Z', 'latitude': 23.0, 'longitude': -126.0, 'halfAngle': 52.0, 'speed': 841.0, 'type': 'C', 'isMostAccurate': True, 'note': 'A very approximate analysis of the brighter bulk of this CME (vs fainter likely more backsided shock). Analysis is based on the fitting of the front with one coronagraph (SOHO) in swpc_cat tool. The uncertainty of the CME longitude is significant because the source is behind the limb based on the lower coronal signatures) and the CME is not seen in STEREO coronagraph because of a large data gap. The longitude can vary from -110 to -150 degrees, so the speed of the CME could be even faster. Helioseismology data from GONG indicate that the former AR 3590 was at ~-177 degrees at the time and so is unlikely to be the source of this CME.', 'levelOfData': 0, 'link': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/29529/-1', 'enlilList': [{'modelCompletionTime': '2024-03-10T17:10Z', 'au': 2.0, 'estimatedShockArrivalTime': None, 'estimatedDuration': None, 'rmin_re': None, 'kp_18': None, 'kp_90': None, 'kp_135': None, 'kp_180': None, 'isEarthGB': False, 'link': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/WSA-ENLIL/29530/-1', 'impactList': [{'isGlancingBlow': True, 'location': 'Parker Solar Probe', 'arrivalTime': '2024-03-11T17:00Z'}], 'cmeIDs': ['2024-03-09T22:36:00-CME-001']}, {'modelCompletionTime': '2024-03-10T17:24Z', 'au': 5.5, 'estimatedShockArrivalTime': None, 'estimatedDuration': None, 'rmin_re': None, 'kp_18': None, 'kp_90': None, 'kp_135': None, 'kp_180': None, 'isEarthGB': False, 'link': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/WSA-ENLIL/29532/-1', 'impactList': [{'isGlancingBlow': False, 'location': 'Juno', 'arrivalTime': '2024-03-24T18:00Z'}], 'cmeIDs': ['2024-03-09T22:36:00-CME-001']}]}, {'time21_5': '2024-03-10T01:03Z', 'latitude': 14.0, 'longitude': -163.0, 'halfAngle': 46.0, 'speed': 1277.0, 'type': 'O', 'isMostAccurate': True, 'note': 'Very approximate analysis based on fitting of a faint fuzzy shock front with one coronagraph (SOHO) in swpc_cat tool.', 'levelOfData': 0, 'link': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/29531/-1', 'enlilList': None}]",
